"annotation_id","annotator","created_at","id","lead_time","review","sentiment","toxic","updated_at"
233,"1","2026-05-02T13:12:18.817075Z",234,2.566,"Товар не пришёл. Продавец отказывается возвращать деньги.  The goods did not come. The seller refuses to return the money.","negative","OK","2026-05-02T13:12:18.817106Z"
234,"1","2026-05-02T13:12:22.188259Z",235,2.68,"Размер указанный в описании не соответствует: размеру 2XXL -по обхвату груди заявлен 125 см,по факту 110 см.Диалог с продавцом не получился.Нахамил.В итоге  испорченные нервы и настроение.Будьте внимательны при заказе,Доставка тоже оказалась платной.","negative","OK","2026-05-02T13:12:22.188289Z"
235,"1","2026-05-02T13:12:24.625973Z",236,1.836,"Ничего не пришло. Пыталась открыть спор, так ничего и не вышло. Отправили посылку не сразу, трек не отслеживается. Хорошо хоть не много денег стоит, не рекомендую связываться.","negative","OK","2026-05-02T13:12:24.626002Z"
236,"1","2026-05-02T13:12:26.242256Z",237,0.859,"товар так и не пришел, трек не отслеживался","negative","OK","2026-05-02T13:12:26.242305Z"
237,"1","2026-05-02T13:12:27.636171Z",238,0.801,"Товар шёл 4 месяца. Подали на спор. Ждём свои потраченные деньги за товар.","negative","OK","2026-05-02T13:12:27.636203Z"
238,"1","2026-05-02T13:12:29.457877Z",239,1.236,"К сожалению, товар так и не получила, но продавец оказался общительным и сразу вернул деньги","negative","OK","2026-05-02T13:12:29.457914Z"
239,"1","2026-05-02T13:12:30.858920Z",240,0.75,"заказала 24.11, пришла 16.01...еще и маломерка","negative","OK","2026-05-02T13:12:30.858959Z"
240,"1","2026-05-02T13:12:39.996505Z",241,8.52,"Возврат через Спор. Люблю эту марку, несколько рубашек уже куплено у других Продавцов, но этот товарищ вообще не вывез. 5XL превратились в XL, заказанного цвета внезапно не оказалось в наличии, запросил смену расцветки, вся эта лабуда со смайликами и ""я приказал складу напрячься для вашего заказа"", и - вишенка! - вторая замена расцветки. Заказ отменила, но Продавец не только не подтвердил это действие (""укажите в причинах ДРУГОЕ, а не ОТСУТСТВУЕТ ЗАКАЗАННОЕ""), но ещё и ОТПРАВИЛ посылку, что было видно на сайте отслеживания. Посылка была отправлена  ДО того, как диалог скатился до состояния ""калоприемник переполнен"", на два дня раньше. Фу так делать, Dioufond Official Store!","negative","OK","2026-05-02T13:12:39.996540Z"
241,"1","2026-05-02T13:12:41.707975Z",242,1.061,"тянется как кишка во все стороны, брак в виде отверстий","negative","OK","2026-05-02T13:12:41.708011Z"
242,"1","2026-05-02T13:12:43.659465Z",243,1.252,"Кофта не очень хорошего качества, при вскрытие пакета вышел запах дешёвого Китая, края низа кофты не обработаны","negative","OK","2026-05-02T13:12:43.659506Z"
243,"1","2026-05-02T13:12:45.169237Z",244,0.881,"очень долго шёл заказ и вообще  он не того качества как описано","negative","OK","2026-05-02T13:12:45.169269Z"
244,"1","2026-05-02T13:12:48.167026Z",245,2.39,"куртка пришла быстро,с фотографией совпадает только цвет,на фото видно что внутри подкладка и швы закрыты кантом, в реальном изделии забыли пришить подкладку, прислали половину куртки! она очень широкая, карманы в боковых швах очень неудобно! халтура! не верьте фотографии на модели!!!","negative","OK","2026-05-02T13:12:48.167058Z"
245,"1","2026-05-02T13:12:52.643881Z",246,3.789,"Штаны идеально подошли по размеру. Кофта короткая, никак не на рост 165 см., как было указано в таблице размеров, у меня рост 160см.,на рукаве поперечный шов, из-за которого рукав в ширину вообще не тянется. Т.е. кофта на выброс. До этого заказывала такую же пижаму в другом магазине, это же размер, все подошло идеально. Я высылаю фото, на котором видно и шов и длину кофты, сравните с длиной показанной вами на картинке.","negative","OK","2026-05-02T13:12:52.643911Z"
246,"1","2026-05-02T13:12:54.457387Z",247,0.919,"Размер совершенно не соответствует, XL-на 44 российский! Застежка оторвана,...","negative","OK","2026-05-02T13:12:54.457421Z"
247,"1","2026-05-02T13:12:56.279418Z",248,1.217,"упаковано хорошо и пришло довольно быстро , НО ....ужасный материал ,нитки торчат ,рукава короткие .Недовольна покупкой!!","negative","OK","2026-05-02T13:12:56.279460Z"
248,"1","2026-05-02T13:12:57.833133Z",249,0.932,"заказ не пришёл и не отслеживается.","negative","OK","2026-05-02T13:12:57.833171Z"
249,"1","2026-05-02T13:13:00.568232Z",250,2.086,"заказ делала 13.10. пришло за месяц в Ростовскую обл. Очень внимательно читала отзывы, сравнивала и сопоставляла и в итоге - не угадала. заказывала 27 , мои параметры об 98 от 67, мало!! Нужно было заказывать 28 или даже 29. Длинна подходит хорошо.","negative","OK","2026-05-02T13:13:00.568257Z"
250,"1","2026-05-02T13:13:02.199915Z",251,0.961,"заказ не отслеживался, и так и не пришел. может конечно вина службы доставки","negative","OK","2026-05-02T13:13:02.199946Z"
251,"1","2026-05-02T13:13:09.002045Z",252,6.172,"настоятельно не рекомендую покупать эти водолазки. я такую ужасную синтетику ещё с Али не получала. всякое бывало, но это вообще из ряда вон. для примера скажу что после стирки эта кофта высохла за 7 минут, совсем как носки капроновые. она ужасно колется и прозрачная. про пошив одно слово- ужас, строчки пляшут, скроено неровно, повсюду нитки. может раньше продавец и присылал хорошие вещи, то теперь нет. не выбрасывайте деньги, пусть и небольшие. доставка .была быстрой. плюс могу поставить за то что быстро согласились вернуть деньги по спору","negative","OK","2026-05-02T13:13:09.002086Z"
252,"1","2026-05-02T13:13:14.101182Z",253,4.359,"Я его не получила. Вышел спор. В одном заказе я оплатила 2 костюма, а мне отправили 1 костюм, но оплату продавец пытался получить за 2 товара. Возник спор и решить его удалось только с AliExpress/ Поэтому продавцу за ловкачество- самый низкий балл. Я Не Рекомендую Продавца. Это очень плохо, когда тебя пытаются обмануть.","negative","OK","2026-05-02T13:13:14.101223Z"
253,"1","2026-05-02T13:13:15.599324Z",254,0.808,"Товар не пришёл","negative","OK","2026-05-02T13:13:15.599363Z"
254,"1","2026-05-02T13:13:21.202208Z",255,4.895,"Ужасное качество, синтетика, просвечивает и колется, крой не правильный, у горловины морщит все, обработка на плечах и рукавах не соответствует фото, торчат нитки. На моделях совсем другая кофта. Хорошо, что часть денег вернуть обещали. Я это не надену, только выбросить. Очень жаль, когда заказывала, было только 1 реальное фото, а потом уже начали писать недовольные покупатели, если б знала, не покупала бы. В ней просто не комфортно даже находиться, все чешется.","negative","OK","2026-05-02T13:13:21.202244Z"
255,"1","2026-05-02T13:13:23.372470Z",256,1.521,"после стирки, принт стал желтого цвета(((( и черные ушли стали зелеными(((","negative","OK","2026-05-02T13:13:23.372509Z"
256,"1","2026-05-02T13:13:26.401721Z",257,2.393,"Шапка налезла только на 4 летнюю девочку.Шла долго.не довольны- очень маленькая","negative","OK","2026-05-02T13:13:26.401767Z"
257,"1","2026-05-02T13:13:41.078082Z",258,13.984,"Очень долго решалась на покупку и наконец-то выбрала хорошего продавца по рейтингу. Заказала себе юбочку и ждала когда она придёт. Пришла она в срок и в симпатичной упаковочке. Но! Когда я ее раскрыла поняла что мне пришёл какой-то китайский размер. Она не то что короткая, я со своим стандартным для европейской девушки ростом почувствовала себя великаном! Плюс ткань очень тонкая и прозрачная и подюбник узкий и короткий! Сидеть не возможно! Но я думала продавец пойдёт мне навстречу и вернёт хотя бы 50% от суммы чтобы я смогла попробовать свою ""удачу"" в другом магазине. Спорт решили в мою пользу, но деньги так и не пришли. На мои письма не отвечает. Я очень НЕ РЕКОМЕНДУЮ этого продавца. Не тратье время и деньги.","negative","OK","2026-05-02T13:13:41.078117Z"
258,"1","2026-05-02T13:13:42.796966Z",259,1.064,"очень долго шла футболка, качество на троечку, просвечивает.","negative","OK","2026-05-02T13:13:42.797000Z"
259,"1","2026-05-02T13:13:44.330944Z",260,0.931,"заказ шёл два месяца и не дошел","negative","OK","2026-05-02T13:13:44.330978Z"
260,"1","2026-05-02T13:13:49.625046Z",261,4.665,"Прислали рубашку отвратительного качества и непонятного цвета. Швы все вылезшие, белые нитки,строчки расползаются, выглядит убого и очень неаккуратно. 
Про цвет уже и говорить нечего - вместо того сине-голубого цвета, который они показали на фото товара, прислали рубашку, покрытую черно-серо-грязными пятнами с ярко-зелеными вкраплениями. Надеть стыдно...
Оценка товара - самая низшая.","negative","OK","2026-05-02T13:13:49.625077Z"
261,"1","2026-05-02T13:13:57.767154Z",262,4.013,"заказ очень огорчил! не покупайте это платье. своих денег не стоит. я б его вообще не покупала, если б знала, каким оно окажется. во первых - цвет. не соответствует . вообще не синий. во вторых - качество. ужасное. липлет, электрезуется. носить невозможно. открыла спор - половины суммы вернули. но я все равно расстроена","negative","OK","2026-05-02T13:13:57.767189Z"
262,"1","2026-05-02T13:14:00.802015Z",263,2.331,"Такое чувство, что эту куртку, которая выглядит как фуфайка, сшили за одну ночь. Цвет вообще не соответствует. Не рекомендую покупать эту куртку ни в этом магазине, ни в другом.","negative","OK","2026-05-02T13:14:00.802054Z"
263,"1","2026-05-02T13:14:02.365510Z",264,0.878," Товар пришёл с заводским браком . Продавец на встречу не пошёл ","negative","OK","2026-05-02T13:14:02.365549Z"
264,"1","2026-05-02T13:14:03.745934Z",265,0.721,"заказ так и не пришёл","negative","OK","2026-05-02T13:14:03.745962Z"
265,"1","2026-05-02T13:14:11.698927Z",266,7.301,"Посылка провалялась 2 месяца на почте китая! И продавцу было абсолютно насрать где она и что она и мои какие то сообщения игнорировал! После чего я соответственно открыла спор? Время уже истекало . И что вы думаете этот уродец наверное решил пошевелится и вуаля она быстренько появилась !!! Не советую !","negative","TOXIC","2026-05-02T13:14:11.698965Z"
266,"1","2026-05-02T13:14:14.877955Z",267,2.491,"Размерная сетка не соответствует! Заказала xl, бюст - 89 см, вместо 98!! Качество хорошее, но он маленький...  Нет ни одной бирки. Продавец ни на одно сообщение не ответил! Спасибо алиэкспресс, что вернули деньги по спору!","negative","OK","2026-05-02T13:14:14.877999Z"
267,"1","2026-05-02T13:14:16.484261Z",268,0.93,"Посылка так и не пришла, виновата почта России","negative","OK","2026-05-02T13:14:16.484293Z"
268,"1","2026-05-02T13:14:21.270922Z",269,4.145,"фуфло,ткань как марля ,нитки торчат ,Не стоит этих денег","negative","OK","2026-05-02T13:14:21.270957Z"
269,"1","2026-05-02T13:14:23.646685Z",270,1.688,"Несоответствие размера, xxl только на 46 р. , розовое пятно на самом видном месте, но за эти деньги , наверно, лучшего не приходится ждать)))","negative","OK","2026-05-02T13:14:23.646719Z"
270,"1","2026-05-02T13:14:28.444720Z",271,4.163,"Не заказывайте бурда, лучше купить дороже платье но оно будет нормальное ","negative","OK","2026-05-02T13:14:28.444779Z"
271,"1","2026-05-02T13:14:31.508137Z",272,2.469,"плохо! качество материала ужасное! не похоже на то, что на фотке вообще! сидит плохо + велика","negative","OK","2026-05-02T13:14:31.508169Z"
272,"1","2026-05-02T13:14:33.298364Z",273,1.238,"товар не пришёл. продавец деньги не вернул. не советую этого продавца","negative","OK","2026-05-02T13:14:33.298386Z"
273,"1","2026-05-02T13:14:36.115132Z",274,2.259,"Товар не отлеживался, доставка заняла 2 месяца, пришлось открывать спор. В итоге шарф пришёл, но пришёл не тот цвет. Продавец только посочувствовал и ничего не предложил. ","negative","OK","2026-05-02T13:14:36.115162Z"
274,"1","2026-05-02T13:14:37.613632Z",275,0.8,"пришла с дырой","negative","OK","2026-05-02T13:14:37.613658Z"
275,"1","2026-05-02T13:14:39.796768Z",276,1.585,"Плохое качество,сидят не очень за счет этих полос,которые перетягивают,материал тонкий, точно не порекомендую это хлам!!","negative","OK","2026-05-02T13:14:39.796801Z"
276,"1","2026-05-02T13:14:45.235400Z",277,4.807,"Изделие выполнено не профессионально, небрежно.Допущены спущенные петли и пропуски при сшивании деталей, карманы косые. Пряжа использовалась в ""одну"" нитку, поэтому кардиган не держит форму, тонкий, узор не объемный.  Иметь такую вещь в гардеробе не порекомендую.  Спасибо Алиэкспрессу, что вернули деньги.","negative","OK","2026-05-02T13:14:45.235434Z"
277,"1","2026-05-02T13:14:48.652987Z",278,2.759,"Продавец - мошенник! Вместо кофточки отправил какой то брелок! Первый раз с таким столкнулась на этом сайте.  Нельзя у него ничего заказывать!","negative","OK","2026-05-02T13:14:48.653021Z"
278,"1","2026-05-02T13:14:52.314611Z",279,2.912,"Прислали не тот цвет, спор закрыли, деньги не вернули! Не советую продавца и товар, продают лишь бы что то отправить, очень не давольно!!!","negative","OK","2026-05-02T13:14:52.314651Z"
279,"1","2026-05-02T13:14:53.958075Z",280,1.027,"качество оставляет желать лучшего. Рукава как будто рваные","negative","OK","2026-05-02T13:14:53.958100Z"
280,"1","2026-05-02T13:14:55.540252Z",281,1.005,"Джинсы шли почти месяц. Оказались, коротковаты на рост 162, пахнут. В общем, заказ не очень понравился.","negative","OK","2026-05-02T13:14:55.540283Z"
281,"1","2026-05-02T13:14:59.269312Z",282,3.08,"Прошло два месяца, но заказ так и не пришёл. Ни заказа, ни денег. И возврата, так понимаю не будет. За  6343 руб. Я могла бы не плохой пуховик в России купить!!!! Осталась очень недовольной!!!! Больше ничего не буду заказывать у этого продавца,  жаль фирма хорошая. Продавец на связь не выходил. ","negative","OK","2026-05-02T13:14:59.269342Z"
282,"1","2026-05-02T13:15:06.151389Z",283,5.942,"Заказал товар у данного продавца 01.06.2017.  По истечению срока доставки продавец не вернул средства,  а постоянно просил подождать товар, потом стал писать, что я виноват сам, что заказал доставку эконом, прошло 120 дней,  посылка не пришла, продавец возращать средства отказался. Открыл спор, продавец мне предложил сумму возврата 0.00 $. Тем самым подтвердил, что мошенник. Решением Алиэкспресс деньги вернулись. Не рекомендую данный магазин, продавец лжец и мошенник, не прислал товар и хотел кинуть на деньги. Обходите стороной данный магазин!!!!","negative","OK","2026-05-02T13:15:06.151418Z"
283,"1","2026-05-02T13:15:08.360174Z",284,1.514,"Качество товара отвратительное! торчат белые нитки и непрокрашенные клочки меха... в споре продавец вернул только 10% и быстро закрыл спор","negative","OK","2026-05-02T13:15:08.360200Z"
284,"1","2026-05-02T13:15:10.034036Z",285,1.062,"товар так и не пришёл, продавец продливал 4 месяца. Деньги возвращать не хотел, открыла спор. Деньги вернули.","negative","OK","2026-05-02T13:15:10.034079Z"
285,"1","2026-05-02T13:15:12.179600Z",286,1.488,"Ужасная юбка пришла!!! Она тонкая, ужасно мятая и воняет!!! Сверху не прошита, разошлись нитки... просто кошмар!!! Как можно отправлять людом такой товар!!!!!!!!","negative","OK","2026-05-02T13:15:12.179640Z"
286,"1","2026-05-02T13:15:14.820795Z",287,2.011,"Девочки! Не покупайте этот костюм! Просто потраченные в пустую деньги. Тонкий, а штаны это вообще кошмар! ","negative","OK","2026-05-02T13:15:14.820833Z"
287,"1","2026-05-02T13:15:26.603483Z",288,11.119,"заказ не пришел. Продавец отправил на неверный адрес. Спустя 1,5 месяца с момента оплаты, начали звонить и уточнять время удобное для доставки. Причем звонили по 4 раза на дню и каждый раз удивлялись, что я не живу в указанном продавцом городе. Исправляли данные м все по-новой. Две недели звонили!!!!  Связалась с продавцов, конечно, попросила вмешаться . Прислал ответ, что проверит адрес и исправит. И тишинааа... а доставка звонииит. В общем истек срок защиты и я открыла спор о возврате денег. Продавец не вникая абсолютно, предложил набраться терпения и ждать товар!!!!  Бессовестно. Его косяк,  а он еще и дураком прикинулся... ждите... Спасибо Али, деньги вернули. 
заказывала в этом магазине уже и была оочень довольна качеством одежды. Эта ситуация оставила неприятный осадок. Продавец не порядочный. Врядли буду заказывать здесь снова.","negative","OK","2026-05-02T13:15:26.603524Z"
288,"1","2026-05-02T13:15:31.528443Z",289,4.18,"Ужасное качество, кружево твёрдое и колючее, на плечи не ложится, сожалею, что заказала эту вещь, носить невозможно, настолько колючее кружево, это подделка, не советую к покупке, продавец не вернул даже 50 процентов суммы, не порядочный, кофту эту только выбросить, носить невозможно","negative","OK","2026-05-02T13:15:31.528476Z"
289,"1","2026-05-02T13:15:34.078165Z",290,1.842,"Юбка слишком объемная, но это ладно. Шов почему-то расположен снаружи, тоесть ткань расположена наизнанку. Придется перешивать.","negative","OK","2026-05-02T13:15:34.078198Z"
290,"1","2026-05-02T13:15:35.288284Z",291,0.519,"нормально: тонкая ткань, похоже на длинную футболку, на рост 160 нормально
плохо: очень некачественный шов сзади, смотрится как будто в кучу :с жаль","negative","OK","2026-05-02T13:15:35.288313Z"
291,"1","2026-05-02T13:15:43.179066Z",292,2.276,"долго  шла  11 11 17 закази  сегодня  10 01 18","negative","OK","2026-05-02T13:15:43.179102Z"
292,"1","2026-05-02T13:15:45.196873Z",293,1.307,"Большая в талии, еще и в бедрах полнит.
Очень расстроилась:(","negative","OK","2026-05-02T13:15:45.196923Z"
293,"1","2026-05-02T13:15:47.514118Z",294,1.63,"1.цвет не соответствует описанию!али одобрил возврат части средств,прошёл месяц.Денег нет!","negative","OK","2026-05-02T13:15:47.514149Z"
294,"1","2026-05-02T13:15:50.591082Z",295,2.379,"Заказала шорты 29.07, товар не пришёл. Спор открывала дважды, первый раз продавец попросил закрыть и немного подождать. Ситуация не изменилась, поэтому открыла спор снова. Деньги вернули очень неохотно. ","negative","OK","2026-05-02T13:15:50.591113Z"
295,"1","2026-05-02T13:15:53.737492Z",296,2.475,"линяют безобразно. три раза замачивала в порошке, простирала на машинке и все равно линяют. Размер l и xl ничем не отличаются, на русский 46 натягиваются с трудом.","negative","OK","2026-05-02T13:15:53.737514Z"
296,"1","2026-05-02T13:15:55.313154Z",297,1.026,"размер не соответствует вообще- 7XL подходит только на 52р","negative","OK","2026-05-02T13:15:55.313196Z"
297,"1","2026-05-02T13:15:57.318446Z",298,1.415,"Не понравился. Очень тонкая ткань, просвечивается. И фасон не совсем такой как на фото. Коротковат и выглядит мешковато.","negative","OK","2026-05-02T13:15:57.318485Z"
298,"1","2026-05-02T13:15:59.528277Z",299,1.534,"не пришел товар","negative","OK","2026-05-02T13:15:59.528318Z"
299,"1","2026-05-02T13:16:02.333292Z",300,2.172,"легинсы отвратительные .Пришли во первых не тем цветом что я хотела .Во вторых они не тянутся .легинсы должны тянуться а они как из тряпки сделаны .Очень маленькие .На ребенка лет 13-и.Вобщем не рекомендую!!!","negative","OK","2026-05-02T13:16:02.333332Z"
300,"1","2026-05-02T13:16:04.294676Z",301,1.337,"Размер не соответствует заявленному. С боку торчит пух, из за дефекта ткани. Открыла спор. Продавец его закрыл и деньги не вернул. Общаюсь с службой поддержки по этому поводу. ","negative","OK","2026-05-02T13:16:04.294709Z"
301,"1","2026-05-02T13:16:11.109565Z",302,6.146,"Заказала 22.11.17 пришло 10.01.2018. 
Отправили в течении суток. 
Ослеживался полностью. Ожидания не оправдались. Повелась на отзывы и количество заказов. Упакован был нормально, пакет в пакете. Снимала видео при распаковке и не прогадала. Товар пришел с дыркой на самом видном месте. чуть выше груди.ещё и поползла дырка. Написала продавцу - ни ответа ни привета.  Пришлось открыть спор - вернули часть денег. Товар поврежден, я заказывала целый. 
Надеюсь продавец будет более внимателен и товары с дефектом отправлять не будет.","negative","OK","2026-05-02T13:16:11.109598Z"
302,"1","2026-05-02T13:16:13.297178Z",303,1.528,"Платье оказалось маломеркой. На 42-44 в S нельзя даже пошевелить руками, резинка проходит прям после груди, из-за чего сразу создается эффект отсутствия талии и фигура бочонок. Разочарована....","negative","OK","2026-05-02T13:16:13.297211Z"
303,"1","2026-05-02T13:16:14.970098Z",304,0.976,"Пижама в пятнах, в затяжках. Продавец не отреагировал на это.","negative","OK","2026-05-02T13:16:14.970130Z"
304,"1","2026-05-02T13:16:16.545386Z",305,0.924,"the package arrived fast, but the size was so small","negative","OK","2026-05-02T13:16:16.545418Z"
305,"1","2026-05-02T13:16:19.412679Z",306,2.024,"у этого продавца ранее заказывала два раза, но эта посылка так и не пришла, деньги вернули, но постоянно спорили. продавец писал , что посылка получена, присылал скриншоты и тд., но номера в скриншотах были старых посылок.","negative","OK","2026-05-02T13:16:19.412729Z"
306,"1","2026-05-02T13:16:22.132830Z",307,2.127,"Свитер пришел быстро, но на вороте брак, на самом видном месте, разъехались нитки сильно, вид весь испорчен. Не рекомендую продавца, как можно отправлять товар в таком виде, не проверяют видно когда отправляют. Очень расстроена, это впервые за всю историю моих покупок на сайте.","negative","OK","2026-05-02T13:16:22.132869Z"
307,"1","2026-05-02T13:16:24.423722Z",308,1.582,"товар так и не пришёл, заказала 29.06 уже пятый месяц продавец обещает что посылка придет обязательно, деньги не вернули трэк не отслеживался","negative","OK","2026-05-02T13:16:24.423752Z"
308,"1","2026-05-02T13:16:26.066443Z",309,1.046,"блузка, к сожалению, ко мне так и не пришла","negative","OK","2026-05-02T13:16:26.066493Z"
309,"1","2026-05-02T13:16:28.307128Z",310,1.655,"Мало. По поводу размера советовалась с продавцом и все равно очень мало, не соответствует таблице. Первый промах в этом магазине и продавец никак не реагирует на сообщения. Обидно","negative","OK","2026-05-02T13:16:28.307158Z"
310,"1","2026-05-02T13:16:30.362714Z",311,1.357,"Свитшот так и не пришёл, продавец долго делал мозги, говорил отправит новый заказ, но так и не отправил... продавца не советую никому!","negative","OK","2026-05-02T13:16:30.362760Z"
311,"1","2026-05-02T13:16:33.526257Z",312,2.505,"Свитер по качеству неплохой, но размер s  соответствует скорее xl. На фото изящная талия, в действительности свитер более подходит для беременных. Вместо синего прислали черный. Воротник неудобный, его надо подворачивать вовнутрь, а не наружу, из-за этого очень не комфортно шее.","negative","OK","2026-05-02T13:16:33.526296Z"
317,"1","2026-05-02T13:19:26.499627Z",351,3.028,"Продавец просто сука( два месяца не отправлял посылку, в итоге деньги вернули, а жаль, футболку очень хотелось...","negative","TOXIC","2026-05-02T13:19:26.499684Z"
332,"1","2026-05-02T13:22:45.831893Z",1003,4.842,"товар так и не пришел! 
деньги не вернули твари!!!","negative","TOXIC","2026-05-02T13:22:45.831925Z"
318,"1","2026-05-02T13:19:32.670035Z",1497,3.735,"Пиздец. а не продавец . товара нет,деньги хер вернули.еще просит в споре чтобы я  ему товар вернула.короче не денег ни лифона.подавись сука.а жду 5 месяцев.гондон","negative","TOXIC","2026-05-02T13:19:32.670075Z"
319,"1","2026-05-02T13:19:40.139898Z",2159,6.179,"Гавно ссаное,продавец не разбирается в цветах,как бля.ь можно цвет перепутать сука,че там долбоебы что ли все? Не? ","negative","TOXIC","2026-05-02T13:19:40.139928Z"
320,"1","2026-05-02T13:19:49.251810Z",2414,7.608,"повторный заказ так и не пришел . заказ от 10.08.17. уже конец декабря. сука.","negative","SPAM","2026-05-02T13:19:49.251865Z"
321,"1","2026-05-02T13:19:57.220978Z",3414,6.45,"н
НЕ ПОКУПАЙТЕ!!!!!!!!!!!
этот пидрила сука
прислал полную хуйню 
сшито ужасно!! ткань полное дерьмо!! а наклейка ещё и с синеватыми пятнами!!!!
и не вернул мои деньги!!!!!","negative","TOXIC","2026-05-02T13:19:57.221012Z"
322,"1","2026-05-02T13:20:04.460395Z",5812,4.14,"Ужас посылка не пришла и деньги не вернул сука","negative","TOXIC","2026-05-02T13:20:04.460425Z"
333,"1","2026-05-02T13:23:13.138996Z",6067,7.446,"Девочки , не советую! Говно! Брала по размерной чету продавца , и что вы думаете на 2 размера меньше прислали. Твари. Чертовы носки не положили. Уроды пиздоглазые, никогда не закажу у них. Алиэкспресс говно ","negative","TOXIC","2026-05-02T13:23:13.139037Z"
315,"1","2026-05-02T13:18:14.832346Z",7214,4.44,"Вместо чулков телестного цвета., пришли двое черных. Не знаю куда теперь эти блядкие колготки деть","negative","TOXIC","2026-05-02T13:18:14.832380Z"
316,"1","2026-05-02T13:19:09.004396Z",7308,4.793,"Товар пришел с другим логотипом, открыл спор,продавец обещал выслать то, что заказывал, но так ничего не выслал. Деньги не вернули. Продавца не рекомендую. Олени блядь!","negative","TOXIC","2026-05-02T13:19:09.004424Z"
323,"1","2026-05-02T13:20:18.702661Z",7461,3.332,"Сука ебаный продавец отправил какую-то хуйню. Пообещал что вернёт деньги, но так и не вернул. Сейчас на сообщения не отвечает. Не заказывайте здесь.","negative","TOXIC","2026-05-02T13:20:18.702699Z"
324,"1","2026-05-02T13:20:25.837673Z",8354,4.217,"Отвратительное качество. Заказывала специально на размер больше чтобы рукава не были короткими, но они сука все равно короткие!!!1","negative","TOXIC","2026-05-02T13:20:25.837703Z"
325,"1","2026-05-02T13:20:35.392853Z",9763,8.223,"Такой блять подставы я не ожидала чесслово( продавец долго мурыжил, неделю ждала только отправки!( но х.. с этой отправкой! Тот случай, когда ожидание и реальность, мягко говоря не совпадают!( куртка тонкая, а не плотный джинс как из Зары! Хотя модель один в один! Заклепки отлетели пока расстёгивала эту сраную куртку! Эти заклепки бренчат на тебе как бубен шамана! Карманы дырявые! Сука! За что 1600?! Длина куртки не 85 см а 75!!!! ","negative","TOXIC","2026-05-02T13:20:35.392887Z"
326,"1","2026-05-02T13:20:42.087146Z",10692,5.439,"шапка,сука,на ребенка 4 лет, что за отзывы дурацкие пишут,на голову 55см еще и велика???? На мою,сука,56 см не налезла.....Как так спрашивается???","negative","TOXIC","2026-05-02T13:20:42.087183Z"
334,"1","2026-05-02T13:23:28.858385Z",12126,14.438,"НИКОГДА НЕ ЗАКАЗЫВАЙТЕ У ЭТОГО ПРОДАВЦА !!!Не смотря на то что товар пришёл быстро ,качество среднее,но мне пришли с браком (дырка)открыла спор и написала продавцу он начал изверится ,и сказал что отправит новый товар.И что вы думаете??эта тварь закрыла спор","negative","TOXIC","2026-05-02T13:23:28.858417Z"
327,"1","2026-05-02T13:20:46.308197Z",13783,2.964,"сука, очень зла.!!!!! размерная сетка не совпадает","negative","TOXIC","2026-05-02T13:20:46.308229Z"
335,"1","2026-05-02T13:23:40.248340Z",16055,9.79,"Самый отвратительный заказ из всех что был на али. Посылка пришла мокрая!!! Намочили и заскотчевали! Деньги не вернули твари! Бессовестные! Зла не хватает! Это гавно конечно не оденешь! Сыпется ужасно. Форму потеряло! Доплатила чтоб удлинили и рукава сделали 3/4 . При этом условии я и заказала! Но они этого не сделали!!!  Желаю от души вам обанкротится! Деньги не маленькие и все на ветер! Пусть они боком выйдут вам ","negative","TOXIC","2026-05-02T13:23:40.248378Z"
328,"1","2026-05-02T13:21:26.790765Z",17586,38.47,"Ну значит так! Продавец самый конченный человек из всех китайцев! Сказать что он ПИДОРАС, значит не сказать ничего! Я его маму ебал! Или ее! Товар ГАВНО! Размер хуйня! Доставка сука 3 месяца! Это вообще пиздец! 3 ебучих месяца шло это гавно! Да засунь эту кофту себе в очко или в пизду ТВАРЬ ты ебливая! Чтобы ты сучара в аду горела! Не покупайте у этого продавца НИЧЕГО! Это наебалово! Пидорасы! Твари ускоглазые! Пошли вы нахуй! ","negative","TOXIC","2026-05-02T13:21:26.790807Z"
336,"1","2026-05-02T13:24:03.212501Z",17668,16.89,"Размер не подходит к телу какие бы не били у вас параметры. Сшиты на от***ст. Качество отвартное","negative","OK","2026-05-02T13:24:03.212529Z"
337,"1","2026-05-02T13:24:10.794600Z",17962,6.096,"Скоты и твари, на смс не отвечают, товара нет, срок истёк, спор открыть не дали, просто свиньи! Не заказывайте, чистый обман","negative","TOXIC","2026-05-02T13:24:10.794633Z"
314,"1","2026-05-02T13:17:52.642820Z",18273,8.345,"продавец задержал отправку товара, товар шел 2 месяца. Продавец никак не помогал. в итоге получил.Но качество ужасное, размер не соответствует, нитки торчат.Деньги возвращать не хочет.Мразь. Не покупайте у него ничего","negative","TOXIC","2026-05-02T13:17:52.642865Z"
338,"1","2026-05-02T13:24:17.419467Z",22847,5.2,"твари суки, товара нет, денег нет","negative","TOXIC","2026-05-02T13:24:17.419501Z"
339,"1","2026-05-02T13:24:22.733518Z",24005,3.321,"товар ее пришел это мошенники. ..и деньги не вернули твари. ...","negative","TOXIC","2026-05-02T13:24:22.733542Z"
340,"1","2026-05-02T13:24:28.994447Z",24833,4.994,"Водолазка мало того что пришла рваная, так она ещё и дырявая. Ей теперь только полы мыть! Срочно верните деньги твари!!!!!!","negative","TOXIC","2026-05-02T13:24:28.994469Z"
