text,toxic
"маловаты штанишки, заказывайте на размер больше своего",0
а тебе нравится так отсосать,1
расстрелять три раза на фиг чтоб заразу не распространяли,1
"много сказал интересного, но не понятно...... ты за народ или за пидора путина ?",1
с добрым утром хорошего пдей дня хороших пусть встретится много хороших людей,0
моя первая учительница мохова мария васильевна!💋 #u9b079b0736s# :( 🌹 🌹 🌹 🌹,0
шла бы ты отсель нахуй старая пизда,1
"у сосны иголки 5-7см,на фото либо ель, либо пихта",0
"на хуй мне нужен твой бред , от сивой кобылы ! я совершенно не путинский поклонник или пиздопатриот.. но так как ты здесь постоянно пиздеть , тоже не прилично.. удачи !!",1
"в соцзащите я писала заявление и нам выдали транспортные карты для детей школьников, на родителей не выдали. везде плачу. и пямятку выдали по каким муниципальным маршрутам можно ездить с такими картами. но мы так и не поездили, тк для нас свободный был закрыт.",0
этот кравчук оборотень паскуда комунякская. падла,1
еби своих обезьян,1
"да, но детство у каждого было своё ....индивидуальное....",0
"типичный стукач!мало их в молодости пиздили....они так и не поняли за что!😂😂😂😂😂,а-ааа ....он ещё на пидора похож!😳",1
шехбозян побежденный,0
"плохая новость! очень жаль, мои соболезнования родным и близким. вечная память",0
вот ему делать то не хрен!,0
"дс, дай ему по еблу",1
ты сильная молодец так держи. вера твоя помогла тебе. будь здоровой и счастливой❤️❤️❤️,0
за яйца его так подвесить и выдрать с корнями8oi,1
"лучше пиши,твои мемуары о хуесосании будут тебя кормить хорошо)",1
тормоз совсем нюх потерял!,1
"за одно место его надо подвесить и помотать, может мозги на место встанут.",1
"вот бросили щеночка ! зачем и почему ! какое сердце у этой , или у тех тварей , что делают это ! вот такую падаль , если бы была возможность , то я бы этих тварей без ничего в глухую тайгу ! они бы сожрали бы друг друга !",1
точно! гады навозные!,1
"это не хороший, а замечательный поступок!",0
"елена., извините вы это серьезно,,а вы наверное так пошутили",0
"на рост 168 короткие , какие то ""несуразные"", недовольна (",0
"не избалованный ,согласен на медаль ..!!!",0
круто молодец!,0
"кот мирно спал рядом,кто то за кадром его сильно испугал... и все ,,ради прикола,,?",0
а как же техника безопасности)))? уверен что гидравлика исправна?)),0
"доставка ровно месяц. трек отслеживался.куртка супер!ткань хорошая,швы ровные.на 46-48 взяла 3xl.села свободно,но не болтается.(2xl был бы узковат в плечах). манжет и капюшон изнутри мягкий трикотаж.цвет чуть темнее чем на фото продавца, но мне этот цвет даже понравился. в общем рекомендую!",0
"​если пишут мне про жопы​, про куй, говно и рот, я скажу вам, без сомнения, пишет мне, майданутый скот!!!",1
это же надо как сосать???? что бы сразу генеральшими стать!!!,1
это не люди мрази кто это сделал. так им по жизни сука на их морде скотч намотан будет. а это будет,1
да ладно...от чего там фигеть то ?,0
"какая прелесть, милота!",0
"ну не на хлебе же , уроды ! только знаете сиськи да письки",1
разодрать их сук на площади пидоры,1
ебать рыло*-)﻿,1
"мне вообще говорили, что 3 до 7,будут платить до 26 числа каждого месяца, так в соцзащите сказали.",0
долбоёб муж одним словом,1
"очередной едрос, они понимают только язык силы!",1
где пингвина взять?,0
я тоже в первый телеграмм-чат заходила узнать по зп. но ниче не писала. меня выкинули.,0
ух.так здорово.первый раз такой вижу.,0
"детский сад.я думал вы серьезный собеседник.а в кнр,для вашего сведения,самый низкий уровень коррупции в мире",0
м к квартира чч б б эт оо ооо р колпашевский томская область р н колпашево ул тимирязева ч категория квартиры тип объявления продам собственник право собственности кирпичный тип дома вид объекта вторичка только продажа без торга мебель остаётся вся техника забирается артём а з чз з,0
тварь ебаная что сказать.,1
олимпийская пошла,0
искони уйнатмади блять тупой кал,1
"а что это за салат ,помидоры, огурцы и колбаса (fr) (fr) (fr) (fr)",0
"отдам магический шар, олмаитль.",0
"Заказ не пришёл, заказывала два раза, ни в первый, ни во второй не пришел. Ждала по 3-4 месяца. Продавец долго не хотел отдавать деньги",0
"украина это большая помойка, эти долбоёбы только и могут кастрюлю на голову одевать и комика-идиота в президенты избрать. у них гавно вместо мозгов.",1
"какой ему памятник, его живым закопать нада. продажная тварь. его не яйцами , а главному закидать надо.8oi 8oi 8oi 8oi сволочь",1
хобаровск пошел на хуй враги россии,1
растрелять выдру,1
сбербанк онлайн чек по операции сбербанк конлайн оперхция перевод карты на карту с операции мску дата июн оо операции мску bре ремя о з б документа номер чвоо операции статус выполнен успешно сумма оперм ции оо оо руб комиссия асо руб отправитель иг б получатель карты з телефон получателя б чво ч бо код ав вторизации об платежа учатель полу любов выниколаевна по платеж выполнен апlипе,0
"ну да, сыновей они растят, а дочки _ сами растут как трава !",0
"мне мои характер нравиться. другим нравиться или нет, извини мне пофиг.",0
"чему ты улыбаешься,придурок...",1
пиздец и волка унизили на этом фото!!! автор ты еблан!!! возможно пидр,1
эту сволочь надо расстрелять на месте без всякого суда.,1
где я выразила не уважения? то что поинтересовалась кем он был ?,0
"никак не раскачать. все хотят, чтобы за них сделали всё. либо считают, что ничего не изменить и сидят плачут. вместо того, чтобы действовать.",0
"отстреливать пора их! ,,,",1
2 с документами,0
"недоношеное со своим свинячим рылом в калашный ряд витя ,как и войнович пидарас.",1
и ебанутого мужика... храброй бабе... а если и мужик ебнутый... и баба-это вообще... рай..,1
:( :( :( до сих пор не верится🙏🙏🙏,0
отмечаем круто день русское рядио рождения bместе г,0
где эта улица....где этот дом.....где этот номер телефона......,0
"сука, обязательно гомосятина со своими флажками всё мероприятие обгадит... пидарасы, воюйте отдельно от всех нормальных людей!!! ваши поганные права будут в ваших жопах при любой власти!!!",1
"сделали сенсацию ох и площадка нищяя две лавочки одна качеля , а песочница там и нахрен ненужна за ней ухаживать надо а некому сделали показуху трубят на весь город они сделали площадку",0
теперь даст панин всем в жопу 🤣🤣🤣🤣🤣😆😆😆😆🙈🙈🙈🙈,1
"дребедень. может,для тех,кому скукота и делать нечего,вполне пойдёт эта пруха.может проще: куски сала,ветчины и т.п.поджарить на сковороде с мелконарезаным луком,подсолить,поперчить,укропа,петрушки,кинзы. и всё 5 мин...а уж коли делать неча,байда написана в рецепте автора выше. успехов и старания во всём",0
тебе дано богом,0
улыбнись что такая !11,0
"ох и враньё))) ефремов ярый пятиколонник, как не посмотри-мерзкий человечишко...алкаш наркоша, убийца...",1
я тоже хочу такую куколку для своей внучки... 😍😍😍,0
https://ok.ru/group/57907895205943/album/901366468919/901822645559 сделала дозаказ,0
шо?опять?видимо кому-то на золотой унитаз опять не хватает...:(﻿,0
буду заказывать еще!  спасибо!,0
наивные как дети :-( за это и страдаем .,0
"коньяк, конфеты, колбаса, капуста цветная, кола",0
блядина редкостная,1
просто пидоры они,1
вечер добрый!🌹,0
"вот молодцы, зачем так, что круто, также надо хабаровск. правильно делать глава кадыров. как был такой наказ накорманов расстрелять. шас как.",1
дебил ты дуркаев и полный скулишь как течная сука после пользования ----а толк,1
"будь ты проклята тварь и твои выродки , посмотри, что ты наделала, продажная сука",1
щас спорт как бордель где больше платят там и подставляют прос....ки !,0
"идиот !!!! дурачил честный люд, и думал что это хорошо.",1
"подстилки ,п.доры ,чмошники хабаровска 👎 👎 👎 🐸 🐀 🐖 🐞 🐁",1
обалденная!!!!,0
вы блядь а не виктория прокофьева 😂,1
"антон!поздравляем тебя с днём рождения! желаем крепкого здоровья, счастья, любви , благополучия и праздничного настроения!💋💋💋💋💋",0
растрелять пидармонов,1
нужно тебя хуйкнут,1
к подруге? приеду! и отпиздим!,1
растрилять,1
"очень понравился роман, очень красивые стихи!!!!!!! спасибо.",0
"либо тупой, либо мразь какой позор его детям!!!",1
"в том случае,если она ни блядь",1
"...сектанты. угомонитесь вы , или нет? может надо обратиться в специальные органы, чтобы вы свои бредни в сети не распространяли? мне уже надоело вас, идиотов, блокировать и удалять со своей страницы.",1
нереально!!! я в восторге!!!,0
отрубать ненасытные глотки,1
какой может быть союз если у власти пиздабол и глобальный наебательщик паталогический лжец!,1
бывают мамашки - твари кроме себя они больше никого не любят. а своих мужей и детей используют как дойных коров. я их называю мразь.,1
"блядь,вообще ебанулись. нахера тогда эти коновалы нужны. уёбки!!!",1
ты другого не заслуживаешь опущенный в говно засранец 😜,1
"Товар пришел с другим логотипом, открыл спор,продавец обещал выслать то, что заказывал, но так ничего не выслал. Деньги не вернули. Продавца не рекомендую. Олени блядь!",1
провожу время с зарабатываю семьей и онлайн хочешь зарабатывать ак же как и я пиши скорее в личку,0
поджелудочная - это такая токсикозная сука которая сама диктует что пить и что кушать ее хрен обманешь :-d нужен ооочень хороший эндокринолог с репутацией что он лечит и конечно 2 раза в год стационар диета хоть в моем случае смешно поела творог со сметаной-скорая помощь! поела шашлычок под коньячок-все прекрасно! вот и пойми мою поджелудочную ? сука еще та !:-d,1
добрый день🌿 неправильно! будут ещё варианты? 😉,0
хабаровск то не сдается ! а вы пидорасы продолжаете путину жопу лизать !,1
"🤩 ура, пятница! 🤩 врываемся в выходные в комфортных кедах keddo 😄 артикул: 897709/06-02 цена: 2 290 р. цена со скидкой 20%: 1 830 р. 🔥 размеры: 41-43 ждем вас ежедневно с 9.00 до 20.00 🤗 на весенне-летнюю коллекцию женской и мужской обуви и сумок действует скидка 20% 🔥 https://obuv-nvrsk.ru/shop/kedy-muzhskie-keddo-9/ обувь со скидками до 70% на нашем сайте: https://obuv-nvrsk.ru",0
что. за. мать. токих. матерей. ростреливать,1
"а вы не стерпели! и свои три копейки выставили. и я не ,стерпела, вам замечание сделала. и цепь грехов наших приумножится дальше.",0
"наш п----------т как то говорил,что одни голоши выпускали при ссср.",0
таких врачей нет((,0
"уроды!!! где все эти министры здравохранения, меняются как перчатки. всю медицину в стране похерели. все только разворовали и уничтожили что было до них.",1
"а что они молодые, я думала они постарше, но мне татьяна нравится",0
благодарю. отличный фильм. 🌹🌹🌹🌞,0
расстрел и депортация!,1
товар не пришел. деньги вернули,0
такие как бузова наверное считают себя элитой а на самом деле она и подобные ей это отбросы общества ненужные никому и бесполезные,1
"ебаный ты червяк..,фууу..*-)﻿как мерзко изворачиваешься,жесть! ты же как мужика себя тут позиционируешь,а ведешь себя как мудак..,конченный мудак!",1
"также сдохнут,как с животными обращаються!!! твари !!!",1
спасибо огромное володя!,0
"ссуки ебаные, больше сказать нечего, а этих накол подсадить",1
долой плешивого суриката!!!,1
за то счастливые!!!,0
хуй соси у розведанных,1
есть дебилы которые ставят,1
это ты про что?,0
"вот меня поражает, как кого нибудь окуесосишь за тупоголовость, обязательно сразу лезут на страницу..... мыкола, какого куя тебе там надо было, ты что хотел узнать. я тебе сам расскажу.... ты что хотел узнать?... живу в сталинграде, образования 2 высших одно средне техническое, работаю, женат 40 лет в браке, воинское звание капитан запаса... не тролль, уважаю своего президента - хотя не со всеми его действиями согласен, блядь для тебя достаточно?..........",1
ему самому не стремно с женщиной спорить из-за маски..,0
"ну во первых, я написала если они не нарушают спокойствие, во вторых здесь обсуждение хабаровских протестантов! а то о чем пишите вы я слышала произошло в белоруссии,и пусть меня бог простит, мудака который сам подорвался ну и прыгуна тоже ,мне ни сколько не жаль! давить таких надо сразу чтоб не страдали ни военные ни полиция, которая выполняет свой долг!",1
"улица л чайкиной, совсем маленькая, но ни весной ни осенью не проехать! 😟😟",0
"странно,но почему ни разу не была историческая реконструкция казнь полицаев? почему не вели этих пособников фашистов,оккупантов по улицам в рамках реконструкции а потом не вешали и не расстреливали? дедов портреты носят,паулюса берут в плен по три раза на дню,рейхстаг штурмуют аж фанера трещит, а в этом плане полная тишина.",0
отрубить и собакам скормить,1
"тебя это ебет, что и как, ты имеешь сомнение, что мой брат ветеран боевых действий??? давай если это так я тебе дам в рот на красной площади!!!",1
"специально для кретинов, которые отправят им деньги за конвертацию и комиссию, а потом ждут...:-d а там уже хуй ночевал, да и тот скочевал...:-d",1
я хочу сосать его и не только 🥰,1
ну как сильно разбогател поставившие класс?,0
о о отшчной пятницы будут пусть успеиными ммыбается душа неустанно сердце а сизни радуется,0
"блять, развели срачь из нихуя.",1
"господи...ну почему же их не выбирают....? атос такой брутальный , просто мужик!!! мышка сама нежность! просто сладкая парочка! удачи вам солнышки!!!♥",0
бляди одни . анальные,1
продам малину.возможна доставка. 89242739245.,0
бей путлера,1
рабочая и что простите за неё,0
похоже это военные.,0
"в топку тех уродов кто это допустил , кто крышует этот бизнес , вот оно поколение великой державы ,наркоманы алкоголики , какое от них поколение выростет .люди просыпайтесь пока не поздно !",1
да пока есть.,0
"блять да посадите его уже, сука есть погибшие, а он сука ещё опирается, у таких людей нет ни совести ни жалости, что теперь все артисты могу убивать и жить без наказано",1
для этого нужен грамотный и честный политик.но такие перевелись,0
паскуды пшековские,1
митинги хабаровске в не показывают на тв по одной простой причине тем их устроил нужен максимальный кто была шум и пиар чтобы у них яркая картинка для западных кураторов а большие значит денежные вливания вы же прекрасно понимаете кто и для чего нашей устраивает все митинги в россия пятой стране просто не дает колонне пиариться за счёт российского тв хотите пиариться делайте это за свой счёт россия,0
"а почему они все красные? у меня зеленые ,ну краснеют постепенно.,хотя я посадила в .середине февраля и в начале марта .выращиваю под пленкой ,теплицы нет .костромская обл.",0
"эта дура не нормальная,сама что-ли сидит эти вирусы придумывает",1
исчезни урод уже на хуй,1
усолье. но ездим везде куда зовут😊😊,0
а у нас (на украине!!) 6 булок хлеба и сдача 4 копейки!!!!!,0
"тварь, яйца в месте с ...... отрезать",1
я слов нежных ласковых радости иветов и море,0
"ты пизда ебанутая,живя в москве будешь объяснять ,что в белоруссии происходит? кем себя возомнила,говно ты пропутинское? это ты блядина продажная,текст сама писала? народ на улицы вывели не 33 наемника. если ты не в курсе,то это путинские 33 убийцы. сидит этот батька,узурпировав власть,как путин. и говорит ту же херню с экранов. народ вышел против произвола и отсутствия сменяемости власти!! по квартирам не ходили,на митинги не приглашали!! народ беларуси вышел изъявить свою волю!! так что завали свой говноприёмник!",1
"ссср не хочить,5-10 %-ов кто продал совесть и обвороваль ссср,остальние 75%-ов хатять жизнь соц.строе!!!!!",0
всем красоты хочется! весна! спасибо татьяна!👍👍👍,0
"тридевятое царствопредлагает разместить в вашей ленте следующую записьдрузья мои верные, выручайте в трудном деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: перо жар-птицы https://ok.ru/game/kingdom/?item=481302705930_1596550662_2/0/88",0
а козлиха ...козлихой,1
"да этот цен\тр надо просто ликвидировать,за не соответствующему россмийским ценносям,",0
это что за урод?,1
"ну вы меня поняли, что у жёлтого есть особенный привкус. а у этого вкус, как у обычного?",0
"продажная тряпка из-за денег страну нацию предаст,а муж чмо не может поставить на место жену, потомучто она больше зарабатывает,она командует в доме",0
какой нахер афроамереканец негр сука негр он и в аэропорту негр,1
очень очень красиво!!!!!!!!!!просто супер!!!!!!!!!,0
да прошу они ахуели все как есть,1
"купальница. а вот в подмосковье они жёлтые растут в диком виде, а садовые - оранжевые.",0
а што надо для этого,0
мрази дегинираты и ублюдки👎8oi,1
что за сходняк уебанов???,1
"сука,ненавижу москалей-нуворишей-гандонов и власть имущих мудаков,для которых деньги их бог-сатана.действительно,чтобы спасти россию,нужно сжечь москву-воровскую!!!👎👎👎👊",1
почему упала?,0
3 этаж цона. по делам с пкск,0
"что герой диванный, крыть нечем?!",0
"я без журналюг скажу, что он батька, в отличии от нашего, не знаю как его уже назвать.",0
ой берегите ;-),0
правильно !!! с молода надо к форме приучать !!!! ;) ;) ;),0
17.06 подавала и 14.07 перевели,0
расстрелять эту суку ееsп иапет,1
"этого малыша, фотографию нада взвешивать в кабинетах депутатов, за место путина",0
"уровень 6379. не реально пройти, там надо собрать 26 мордочек а их всего 22😂как????????",0
"нормально: тонкая ткань, похоже на длинную футболку, на рост 160 нормально
плохо: очень некачественный шов сзади, смотрится как будто в кучу :с жаль",0
приласкать бы такие роскошные сиси. сосочки язычком полизать. и член между ними всунуть . класс!!!!,1
"так лучше дрочить, да не слушать мнения старых дев.",1
твари дойдет срок.....,1
ещё как хорошш👍👍👍,0
твою маму ебали вес народ китая:),1
на что только не идут ради лайков сколько можно издеваться над животными кастрировать надо таких людей чтоб не размножались,1
"какие классные, жизненные стихи....",0
"епония канеш! откуда ещё взять такой драндулетик, шлюпки и моторчики к ним... :-d :-d :-d да и чувак, если б повернулся к объективу - оказался б пиздоглазым самураем... :-d :-d :-d",0
какие то придурки еще лайкают,1
"милые бабулечки,это ж сколько труда.молодцы.",0
конями за ноги разорвать шакала,1
а меня здесь крестили,0
поделитесь с сомной?,0
светлая память... ❤️,0
и чё это было ??,0
"стрелять надо пидарасов,в месте сусатым тараканом",1
"пиздос ручище, иди учись фотожопить",1
"вот есть же такие повернутые люди. а жена, видимо, уже приспособилась к нему.",0
масло вообще не нужно!!!,0
"это фотошоп- в ковре что, дыру вырезали?",0
с днем реждения шшш о,0
"беларусы потом поймут, но будет поздно.",0
ну и дура твоя жоппа и ты вместе фотографом.,1
"если собака домашняя, семейная, то как она воспримет новый дом, новую семью???",0
"ни одна молитва не снимет родового проклятья.это бред.карму нужно отрабатывать,возможно всю жизнь а не отмаливать.",0
"заказала размер s на от 64,об 94,начнем с того, что влезть туда могут 3 меня, они постоянно сползают и заниматься вообще неудобно.  качество ужасное, будто просто одел капроновые колготки и то, не самые лучшие, после первой носки сразу же образовались катышки.носить не буду.
читала отзывы,мб это только мне так не повезлр(",0
"не поняла, росгвардия то ,что там делала,праздник то у десантников?",0
"при чём здесь яйца, какой дебил это придумал? стальные нервы будет правильней!",1
сам вазе сам делаем да ещё и налоги надо платить! государству,0
"правильно сделал! уверен что довели его . я же мать и невоспитанные пиздюки это жесть , а не пассажиры. вот только надо было еще ей деньги в морду бросить.",1
благодарю оуемь эас и о бсе эсизни дуде кребрасно о ооо,0
таких уродов надо уничтожать,1
"изверга и мамашу посадить чтобы их в тюрьме грохнули, 😥",1
"уёбок я бы посмотрела когда твои дети пойдут гулять как ты бы реагировал или твоя жена ,мать,отец каково было пусть все видят",1
28 июля - день рождения инны макаровой. https://www.stihi.ru/2011/01/13/10312.,0
а вы делаете разрешение на оружие гладкоствольное,0
автор!!! я тваю маму ебал! ана у тебя шалава! но не попрашайка!,1
натереть немного мыла около 50 грам заложить монеты чтоб не касались друг друга ёмкость залить тёплой водой чтоб монеты скрылись можно каждый день доставать и чистить подрезаной щёткой можно раз в неделю.по мере готовности прибирать в альбом серебро проще простого если патина норм то вобще не чистить если зелёная то артафосфорная кислота на пару минут гасить содой обязательно,0
своим детям сооруди. урод!!! там люди наши граждане. и ни тебе уроду судить.для этого есть бог. он всех рассудит по заслугам!!!,1
да чтож за уроды такие,1
полная чушь:o,0
спасибо за информацию!👏 👍,0
это ты просто пиздишь как троцкий.,1
плешивый пидор,1
"капля никотина убивает лошадь. одно слово убивает наповал... и бог знает, что только не надо, чтоб человек ребенка воспитал!",0
"на хуя эту армяно грузинку тыкать народу,кто это или не это,она дура больтливая,еще и рекламировать ее тут.",1
пидоры журуют,1
продаю 3 комнатную квартиру в центре города. в деревянном доме 2 этаж не угловая. теплая. есть небольшой участок на нем 2 куста вишни и яблонька. новый сарай,0
вот что за брехня,0
украина хуевая белорусь хуевая хабаровск хуевый очем поет это соловей он ваобще кто ?,1
чего ты мразь выкатила свою телегу сучка ты вонючая все тебе блядине мало,1
"получила посылку,  пуховик оказался большим,  хотя заказывала по размерной сетке, ткань отличная,  но мех полет со страшной силой,  все остаётся на одежде (((",0
"продам мини-горку.ширина-120см,высота-140 см,глубина(вместе с нижним выступом)-50 см.ширина ниши под телевизор-71 см.все магниты на дверцах рабочие.3000 рублей.самовывоз.89244157792",0
"леггинсы классные,теплые. на рост 166, 57 кг взяла L. меньше не надо. сидят хорошо, нигде не торчат и не пузырятся. с длинной подкачали. чуть выше щиколотки. но мне все равно,ношу под высокую обувь,поэтому звезду снимать не буду. у кого рост выше, конечно будут уже как капри",0
для любимого...,0
мафы дикие надо сотрудничать. иначе перебьют и вас как нас (tr) (tr),0
"ебанько,в россии всё есть,жополиз америкосовский)))))",1
лучше бы этот милион с пользой для больных детишек потратил! хули ему дадут эти кросовки за милион больше разговоров чтоб быть на слуху у народа! заебал этот жираф зажравшийся,1
"дороги, как и любые товары, нужно делать с гарантийным сроком. если дорожное покрытие испортилось раньше, то фирма, которая строила дорогу, за свой счёт всё исправила. вот когда будет так, то дороги будут вечные.",0
посмотрим гондоны,1
что вы продаете ?,0
"давить, таких папаш надо, или в сортире мочить.",1
что ещё один титаник?,0
и даже машина на которой поставлена эта хреновина не российская...одним словом хуйло...,1
"в беларуси сейчас та же истерия! профукают, как в украине, страну!",0
выебать бы ее,1
всё дело в том что вы говорите о русских офицерах .а в наше время у власти и офицеры все жиды а эти твари не способны на поступки достойные офицера,1
так сделать им ok.ru/profile/578608046086/pphotos/771446434822,0
вой билат пизда кушают е дурак ета ни кушуют нада трахит иво хуйом у вас хуй нистайит дай я трахю,1
далбаёбы ! это фото гуляет здесь не первый год !!!,1
а таких боровов дохуя.вот и мы ждем свинью одну с москвы!боитца сука ехать сюда)но мы терпиливые мы подождем))),1
колеса нашёл?,0
кол ей осиновый воткнуть....,1
ну да только через 5 дней если не спрячет,0
ну начали...😂😂😂 каждый за свою правду...😁мозоли уже на ваших языках...смешно:d,0
твари чтоб руки отсохли за такие дела.,1
видать он картохи переел сильно,0
расстрел....,1
"стрелять, а не кормить всю жизнь.",1
"чужим умом жить не надо- согласна....я про ситуации.. ты решила выйти за него замуж,а он погиб в аварии....как думаешь он хотел так поступить...?",0
этой твари надо руки поламать. коза безрогая,1
"а тебе, слабо!",0
я не могу на флеше он не включается всегда было все хорошо а сегодня не могу нажать на кнопку да и новой рыбки пока у меня нет,0
а можно её трахнуть?,1
"и одиночество кошками заменяют. но скорей всего это к старухам относится, которые с интернетом не знакомы. а по моложе бабьё каторое сидит в инете в замен одиночиства и при этом держат кучу вонючих кошек, это уже шизики",1
пиздаболки дрявые.,1
"дибилы,ублюдки....вот бы их так цепь по толще на шею,да речку по шире...чтоб и задохнулись на дне",1
вдз днем с иназдником лы десантник годдость наша ко всели всегда готов и ицскай латство ваше же вас сплоти слов без иншних так отметь этот иназдник же лы б боли в голове glеди хогтоших назных кликнем слава вдв,0
"ох ,ты тварь ,а не депутат ,ты ведь пролезла в депутаты ,за счет голосов народа и живешь за счет народа ,а посадить тебя на 9900 ,то не будешь холеной и в спа салоны ходить и за кордоны ездить ,просто нет слов ,что вы твари творите ,на вас нет сталина ,раскулачить всех до 4колена и всех таких тварей к стенке",1
только такие расцветки? хотелось бы по ярче.,0
вы самые натуральные пидорасы просмотрел вашу ебаную рекламу 49 раз и вы решили отключится,1
"я в то работала в горняке , заходили и к нам в магазин.",0
отдали?,0
"ты только двоих знаешь?не высовывался,умникхренов,отъебут...",1
и где тут народ? одни пидарасы!,1
значок носила а пионеркой.не успела,0
"а кто кипятит мед?кипяченый мед ,это яд.",0
и будешь счастливой,0
краше невесты!,0
и письку любите сосать.,1
он знает....,0
"очень хорошенькая, здоровья всей её прекрасной семье",0
любовь это когда ты ей покупаешь новопассит чтобы эта сука никого убила не нах на лабуте,1
"тирания, как в хуйлокацапии, на много лучше демократии !!",1
"блядь, намешали все в одну кучу, и белок и антибиотик и фенолы всякие. пол не прогорает интересно, если нечаянно капнуть?",1
"Джемпер мне понравился, по размеру не знаю, покупала дочке, ее дома нет, позже дополню отзыв, доставка меньше месяца.",0
невыполнимое,0
"что б ты здох, мразь усатая",1
меня там не хватает с бутылкой),0
настоящий мужчина !!!!!,0
"царствие небесное, и земля пухом! виктору николаевичу....",0
ну все правильно !! голова - жопа .,1
супер.плотный .теплый,0
уже и нам повеселиться хочется! ☺,0
"здорово всё подмечено: все наши привычки идут из старины... они настолько старые, что никто не знает, что они означают... а сами привычки остались!",0
"сажать,стрелять и вешать!",1
вот этот поступок должен стать трад ицией для вдв а не пьяные загулы и купание в фонтанах,0
вот какой пи..юк всё это сочиняет??)))),1
отличная работа 10,0
ебашить вас надо таки гандонов обочечников!,1
